ts,eth_price,funding_apr,in_position,cash,unrealized_pnl,total_funding_income_cumulative,account_value
2023-03-14T06:00:00+00:00,1680.70000000,43.80000000,True,2510.49802720,106.98453920,106.98453920,2606.02922720
2023-03-14T07:00:00+00:00,1676.13000000,43.80000000,True,2510.56507240,107.05158440,107.05158440,2606.09627240
2023-03-14T08:00:00+00:00,1674.96000000,43.80000000,True,2510.63207080,107.11858280,107.11858280,2606.16327080
2023-03-14T09:00:00+00:00,1675.28000000,43.80000000,True,2510.69908200,107.18559400,107.18559400,2606.23028200
2023-03-14T10:00:00+00:00,1690.16000000,43.80000000,True,2510.76668840,107.25320040,107.25320040,2606.29788840
2023-03-14T11:00:00+00:00,1690.31000000,43.80000000,True,2510.83430080,107.32081280,107.32081280,2606.36550080
2023-03-14T12:00:00+00:00,1744.30000000,43.80000000,True,2510.90407280,107.39058480,107.39058480,2606.43527280
2023-03-14T13:00:00+00:00,1738.24000000,43.80000000,True,2510.97360240,107.46011440,107.46011440,2606.50480240
2023-03-14T14:00:00+00:00,1768.00000000,43.80000000,True,2511.04432240,107.53083440,107.53083440,2606.57552240
2023-03-14T15:00:00+00:00,1775.99000000,43.80000000,True,2511.11536200,107.60187400,107.60187400,2606.64656200
2023-03-14T16:00:00+00:00,1769.98000000,43.80000000,True,2511.18616120,107.67267320,107.67267320,2606.71736120
2023-03-14T17:00:00+00:00,1759.78000000,43.80000000,True,2511.25655240,107.74306440,107.74306440,2606.78775240
2023-03-14T18:00:00+00:00,1731.66000000,43.80000000,True,2511.32581880,107.81233080,107.81233080,2606.85701880
2023-03-14T19:00:00+00:00,1725.98000000,43.80000000,True,2511.39485800,107.88137000,107.88137000,2606.92605800
2023-03-14T20:00:00+00:00,1705.04000000,43.80000000,True,2511.46305960,107.94957160,107.94957160,2606.99425960
2023-03-14T21:00:00+00:00,1702.05000000,43.80000000,True,2511.53114160,108.01765360,108.01765360,2607.06234160
2023-03-14T22:00:00+00:00,1707.79000000,43.80000000,True,2511.59945320,108.08596520,108.08596520,2607.13065320
2023-03-14T23:00:00+00:00,1705.56000000,43.80000000,True,2511.66767560,108.15418760,108.15418760,2607.19887560
2023-03-15T00:00:00+00:00,1706.39000000,43.80000000,True,2511.73593120,108.22244320,108.22244320,2607.26713120
2023-03-15T01:00:00+00:00,1714.24000000,43.80000000,True,2511.80450080,108.29101280,108.29101280,2607.33570080
2023-03-15T02:00:00+00:00,1713.34000000,43.80000000,True,2511.87303440,108.35954640,108.35954640,2607.40423440
2023-03-15T03:00:00+00:00,1708.37000000,43.80000000,True,2511.94136920,108.42788120,108.42788120,2607.47256920
2023-03-15T04:00:00+00:00,1709.76000000,43.80000000,True,2512.00975960,108.49627160,108.49627160,2607.54095960
2023-03-15T05:00:00+00:00,1705.96000000,43.80000000,True,2512.07799800,108.56451000,108.56451000,2607.60919800
2023-03-15T06:00:00+00:00,1709.05000000,43.80000000,True,2512.14636000,108.63287200,108.63287200,2607.67756000
2023-03-15T07:00:00+00:00,1713.45000000,43.80000000,True,2512.21489800,108.70141000,108.70141000,2607.74609800
2023-03-15T08:00:00+00:00,1705.43000000,43.80000000,True,2512.28311520,108.76962720,108.76962720,2607.81431520
2023-03-15T09:00:00+00:00,1695.67000000,43.80000000,True,2512.35094200,108.83745400,108.83745400,2607.88214200
2023-03-15T10:00:00+00:00,1685.35000000,43.80000000,True,2512.41835600,108.90486800,108.90486800,2607.94955600
2023-03-15T11:00:00+00:00,1686.20000000,43.80000000,True,2512.48580400,108.97231600,108.97231600,2608.01700400
2023-03-15T12:00:00+00:00,1682.86000000,43.80000000,True,2512.55311840,109.03963040,109.03963040,2608.08431840
2023-03-15T13:00:00+00:00,1672.77000000,43.80000000,True,2512.62002920,109.10654120,109.10654120,2608.15122920
2023-03-15T14:00:00+00:00,1660.07000000,43.80000000,True,2512.68643200,109.17294400,109.17294400,2608.21763200
2023-03-15T15:00:00+00:00,1637.74000000,43.80000000,True,2512.75194160,109.23845360,109.23845360,2608.28314160
2023-03-15T16:00:00+00:00,1620.58000000,43.80000000,True,2512.81676480,109.30327680,109.30327680,2608.34796480
2023-03-15T17:00:00+00:00,1632.46000000,43.80000000,True,2512.88206320,109.36857520,109.36857520,2608.41326320
2023-03-15T18:00:00+00:00,1651.21000000,43.80000000,True,2512.94811160,109.43462360,109.43462360,2608.47931160
2023-03-15T19:00:00+00:00,1652.16000000,43.80000000,True,2513.01419800,109.50071000,109.50071000,2608.54539800
2023-03-15T20:00:00+00:00,1653.56000000,43.80000000,True,2513.08034040,109.56685240,109.56685240,2608.61154040
2023-03-15T21:00:00+00:00,1660.12000000,43.80000000,True,2513.14674520,109.63325720,109.63325720,2608.67794520
2023-03-15T22:00:00+00:00,1655.76000000,43.80000000,True,2513.21297560,109.69948760,109.69948760,2608.74417560
2023-03-15T23:00:00+00:00,1656.38000000,43.80000000,True,2513.27923080,109.76574280,109.76574280,2608.81043080
2023-03-16T00:00:00+00:00,1646.21000000,43.80000000,True,2513.34507920,109.83159120,109.83159120,2608.87627920
2023-03-16T01:00:00+00:00,1652.28000000,43.80000000,True,2513.41117040,109.89768240,109.89768240,2608.94237040
2023-03-16T02:00:00+00:00,1656.48000000,43.80000000,True,2513.47742960,109.96394160,109.96394160,2609.00862960
2023-03-16T03:00:00+00:00,1651.18000000,43.80000000,True,2513.54347680,110.02998880,110.02998880,2609.07467680
2023-03-16T04:00:00+00:00,1645.55000000,43.80000000,True,2513.60929880,110.09581080,110.09581080,2609.14049880
2023-03-16T05:00:00+00:00,1650.21000000,43.80000000,True,2513.67530720,110.16181920,110.16181920,2609.20650720
2023-03-16T06:00:00+00:00,1658.31000000,43.80000000,True,2513.74163960,110.22815160,110.22815160,2609.27283960
2023-03-16T07:00:00+00:00,1660.36000000,43.80000000,True,2513.80805400,110.29456600,110.29456600,2609.33925400
2023-03-16T08:00:00+00:00,1658.52000000,43.80000000,True,2513.87439480,110.36090680,110.36090680,2609.40559480
2023-03-16T09:00:00+00:00,1658.75000000,43.80000000,True,2513.94074480,110.42725680,110.42725680,2609.47194480
2023-03-16T10:00:00+00:00,1669.54000000,43.80000000,True,2514.00752640,110.49403840,110.49403840,2609.53872640
2023-03-16T11:00:00+00:00,1665.14000000,43.80000000,True,2514.07413200,110.56064400,110.56064400,2609.60533200
2023-03-16T12:00:00+00:00,1655.45000000,43.80000000,True,2514.14035000,110.62686200,110.62686200,2609.67155000
2023-03-16T13:00:00+00:00,1661.19000000,43.80000000,True,2514.20679760,110.69330960,110.69330960,2609.73799760
2023-03-16T14:00:00+00:00,1663.17000000,43.80000000,True,2514.27332440,110.75983640,110.75983640,2609.80452440
2023-03-16T15:00:00+00:00,1667.11000000,43.80000000,True,2514.34000880,110.82652080,110.82652080,2609.87120880
2023-03-16T16:00:00+00:00,1664.58000000,43.80000000,True,2514.40659200,110.89310400,110.89310400,2609.93779200
2023-03-16T17:00:00+00:00,1660.42000000,43.80000000,True,2514.47300880,110.95952080,110.95952080,2610.00420880
2023-03-16T18:00:00+00:00,1665.08000000,43.80000000,True,2514.53961200,111.02612400,111.02612400,2610.07081200
2023-03-16T19:00:00+00:00,1684.37000000,43.80000000,True,2514.60698680,111.09349880,111.09349880,2610.13818680
2023-03-16T20:00:00+00:00,1659.35000000,43.80000000,True,2514.67336080,111.15987280,111.15987280,2610.20456080
2023-03-16T21:00:00+00:00,1675.49000000,43.80000000,True,2514.74038040,111.22689240,111.22689240,2610.27158040
2023-03-16T22:00:00+00:00,1676.09000000,43.80000000,True,2514.80742400,111.29393600,111.29393600,2610.33862400
2023-03-16T23:00:00+00:00,1677.09000000,43.80000000,True,2514.87450760,111.36101960,111.36101960,2610.40570760
2023-03-17T00:00:00+00:00,1668.75000000,43.80000000,True,2514.94125760,111.42776960,111.42776960,2610.47245760
2023-03-17T01:00:00+00:00,1698.68000000,43.80000000,True,2515.00920480,111.49571680,111.49571680,2610.54040480
2023-03-17T02:00:00+00:00,1708.97000000,43.80000000,True,2515.07756360,111.56407560,111.56407560,2610.60876360
2023-03-17T03:00:00+00:00,1712.02000000,43.80000000,True,2515.14604440,111.63255640,111.63255640,2610.67724440
2023-03-17T04:00:00+00:00,1708.74000000,43.80000000,True,2515.21439400,111.70090600,111.70090600,2610.74559400
2023-03-17T05:00:00+00:00,1706.17000000,43.80000000,True,2515.28264080,111.76915280,111.76915280,2610.81384080
2023-03-17T06:00:00+00:00,1728.30000000,43.80000000,True,2515.35177280,111.83828480,111.83828480,2610.88297280
2023-03-17T07:00:00+00:00,1721.26000000,43.80000000,True,2515.42062320,111.90713520,111.90713520,2610.95182320
2023-03-17T08:00:00+00:00,1716.37000000,43.80000000,True,2515.48927800,111.97579000,111.97579000,2611.02047800
